id1,data_base1,title1,author1,isbn1,title_raw1,author_raw1,isbn_raw1,id2,data_base2,title2,author2,isbn2,title_raw2,author_raw2,isbn_raw2
<http://recif.litterature.org/ontologie/entite/oeuvre/13243>,ILE,les breves annees,['therio adrien'],[],Les Brèves années,"['""Thério, Adrien""']","['""""']",<http://banq.qc.ca/livre/266690>,Depot_legal,les folles annees,['jean-pierre charland'],"['978289666090X', '978289666107X', '978289666017X', '978289666057X']",Les folles années,"['""Jean-Pierre"" ""Charland""']","['""9782896660902""', '""9782896661077""', '""9782896660179""', '""9782896660575""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/13243>,ILE,les breves annees,['therio adrien'],[],Les Brèves années,"['""Thério, Adrien""']","['""""']",<http://banq.qc.ca/livre/298325>,Depot_legal,les folles annees,['jean-pierre charland'],['978289723087X'],Les folles années,"['""Jean-Pierre"" ""Charland""']","['""9782897230876""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/13243>,ILE,les breves annees,['therio adrien'],[],Les Brèves années,"['""Thério, Adrien""']","['""""']",<http://banq.qc.ca/livre/249703>,Depot_legal,les folles annees,['jean-pierre charland'],"['978289666017X', '978289666057X', '978289666090X', '978289666107X']",Les folles années,"['""Jean-Pierre"" ""Charland""']","['""9782896660179""', '""9782896660575""', '""9782896660902""', '""9782896661077""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/13243>,ILE,les breves annees,['therio adrien'],[],Les Brèves années,"['""Thério, Adrien""']","['""""']",<http://banq.qc.ca/livre/265001>,Depot_legal,les folles annees,['jean-pierre charland'],"['978289647267X', '978289647526X', '978289647266X', '978289647452X']",Les folles années,"['""Jean-Pierre"" ""Charland""']","['""9782896472673""', '""9782896475261""', '""9782896472666""', '""9782896474523""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/13243>,ILE,les breves annees,['therio adrien'],[],Les Brèves années,"['""Thério, Adrien""']","['""""']",9782896478835,Hurtubise,les folles annees,['jean-pierre charland'],['978289647883X'],Les Folles annÃ©es (coffret),[['Jean-Pierre Charland (De (auteur))']],['9782896478835']
<http://recif.litterature.org/ontologie/entite/oeuvre/13243>,ILE,les breves annees,['therio adrien'],[],Les Brèves années,"['""Thério, Adrien""']","['""""']",<http://banq.qc.ca/livre/258209>,Depot_legal,les folles annees,['jean-pierre charland'],"['978289647526X', '978289647452X', '978289647266X', '978289647267X']",Les folles années,"['""Jean-Pierre"" ""Charland""']","['""9782896475261""', '""9782896474523""', '""9782896472666""', '""9782896472673""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/13243>,ILE,les breves annees,['therio adrien'],[],Les Brèves années,"['""Thério, Adrien""']","['""""']",<http://banq.qc.ca/livre/259176>,Depot_legal,les folles annees,['jean-pierre charland'],"['978289666107X', '978289666057X', '978289666090X', '978289666017X']",Les folles années,"['""Jean-Pierre"" ""Charland""']","['""9782896661077""', '""9782896660575""', '""9782896660902""', '""9782896660179""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/13243>,ILE,les breves annees,['therio adrien'],[],Les Brèves années,"['""Thério, Adrien""']","['""""']",<http://banq.qc.ca/livre/267822>,Depot_legal,les folles annees,['jean-pierre charland'],"['978289666057X', '978289666017X', '978289666090X', '978289666107X']",Les folles années,"['""Jean-Pierre"" ""Charland""']","['""9782896660575""', '""9782896660179""', '""9782896660902""', '""9782896661077""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/13243>,ILE,les breves annees,['therio adrien'],[],Les Brèves années,"['""Thério, Adrien""']","['""""']",<http://banq.qc.ca/livre/298324>,Depot_legal,les folles annees,['jean-pierre charland'],['978289723086X'],Les folles années,"['""Jean-Pierre"" ""Charland""']","['""9782897230869""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/13243>,ILE,les breves annees,['therio adrien'],[],Les Brèves années,"['""Thério, Adrien""']","['""""']",<http://banq.qc.ca/livre/298322>,Depot_legal,les folles annees,['jean-pierre charland'],['978289723084X'],Les folles années,"['""Jean-Pierre"" ""Charland""']","['""9782897230845""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/13243>,ILE,les breves annees,['therio adrien'],[],Les Brèves années,"['""Thério, Adrien""']","['""""']",<http://banq.qc.ca/livre/298323>,Depot_legal,les folles annees,['jean-pierre charland'],['978289723085X'],Les folles années,"['""Jean-Pierre"" ""Charland""']","['""9782897230852""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/22391>,ILE,la deforme scolaire,['bujold real-gabriel'],[],La Déforme scolaire,"['""Bujold, Réal-Gabriel""']","['""""']",<http://banq.qc.ca/livre/233559>,Depot_legal,la rentree scolaire,['valerie menard'],"['978276431131X', '978276431131X']",La rentrée scolaire,"['""Valérie"" ""Ménard""']","['""9782764311318""', '""2764311311""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/22391>,ILE,la deforme scolaire,['bujold real-gabriel'],[],La Déforme scolaire,"['""Bujold, Réal-Gabriel""']","['""""']",<http://banq.qc.ca/livre/251676>,Depot_legal,la rentree scolaire,['meredith badger'],['978276259038X'],La rentrée scolaire,"['""Meredith"" ""Badger""']","['""9782762590388""']"
<http://banq.qc.ca/livre/177654>,Depot_legal,taches de naissance,['jean-noël pontbriand'],['978292170720X'],Taches de naissance,"['""Jean-Noël"" ""Pontbriand""']","['""2921707209""']",<http://recif.litterature.org/ontologie/entite/oeuvre/6007>,ILE,les taches de naissance,['corriveau hugues'],[],Les taches de naissance,"['""Corriveau, Hugues""']","['""""']"
<http://banq.qc.ca/livre/137257>,Depot_legal,je vous ai vue marie,['francois barcelo'],['978289406235X'],"Je vous ai vue, Marie","['""François"" ""Barcelo""']","['""2894062354""']",<http://recif.litterature.org/ontologie/entite/oeuvre/6430>,ILE,je vous salue marie,['desbiens jean-paul'],[],"Je vous salue, Marie","['""Desbiens, Jean-Paul""']","['""""']"
<http://banq.qc.ca/livre/137257>,Depot_legal,je vous ai vue marie,['francois barcelo'],['978289406235X'],"Je vous ai vue, Marie","['""François"" ""Barcelo""']","['""2894062354""']",<http://recif.litterature.org/ontologie/entite/oeuvre/6428>,ILE,je vous salue marie,['desbiens jean-paul'],[],Je vous salue Marie,"['""Desbiens, Jean-Paul""']","['""""']"
<http://banq.qc.ca/livre/137257>,Depot_legal,je vous ai vue marie,['francois barcelo'],['978289406235X'],"Je vous ai vue, Marie","['""François"" ""Barcelo""']","['""2894062354""']",<http://recif.litterature.org/ontologie/entite/oeuvre/6429>,ILE,je vous salue marie,['desbiens jean-paul'],[],Je vous salue Marie,"['""Desbiens, Jean-Paul""']","['""""']"
<http://banq.qc.ca/livre/267801>,Depot_legal,a la croisee du temps,['marilou addison'],['978289633184X'],À la croisée du temps,"['""Marilou"" ""Addison""']","['""9782896331840""']",<http://recif.litterature.org/ontologie/entite/oeuvre/10360>,ILE,a la conquete du temps,['major henriette'],[],A la conquête du temps,"['""Major, Henriette""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/6430>,ILE,je vous salue marie,['desbiens jean-paul'],[],"Je vous salue, Marie","['""Desbiens, Jean-Paul""']","['""""']",<http://banq.qc.ca/livre/137257>,Depot_legal,je vous ai vue marie,['francois barcelo'],['978289406235X'],"Je vous ai vue, Marie","['""François"" ""Barcelo""']","['""2894062354""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/6430>,ILE,je vous salue marie,['desbiens jean-paul'],[],"Je vous salue, Marie","['""Desbiens, Jean-Paul""']","['""""']",<http://www.sogides.com/livre/306138>,ADP,je vous ai vue marie,['francois barcelo'],['978289111432X'],"Je vous ai vue, Marie","['""François Barcelo""']","['""9782891114325""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/9719>,ILE,la salle des reves,['lasnier rina'],[],La salle des rêves,"['""Lasnier, Rina""']","['""""']",https://www.babelio.com/livres/Lord-La-beaute-des-reves/1082137,Babelio,la beaute des reves,['jean-claude lord'],['978289549778X'], La beauté des rêves ,[['Jean-Claude  Lord']],['9782895497783']
<http://recif.litterature.org/ontologie/entite/oeuvre/9719>,ILE,la salle des reves,['lasnier rina'],[],La salle des rêves,"['""Lasnier, Rina""']","['""""']",<http://banq.qc.ca/livre/223193>,Depot_legal,la magie des reves,['sarah nathan'],['978289543915X'],La magie des rêves,"['""Sarah"" ""Nathan""']","['""9782895439158""']"
<http://banq.qc.ca/livre/23687>,Depot_legal,le chant de la montagne,['fatima gallaire'],['978289045939X'],Le chant de la montagne,"['""Fatima"" ""Gallaire""']","['""289045939X""']",<http://recif.litterature.org/ontologie/entite/oeuvre/9685>,ILE,le chant de la montee,['lasnier rina'],[],Le Chant de la montée,"['""Lasnier, Rina""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/29435>,ILE,reperes du silence,['beaulieu germaine'],['978289648046X'],Repères du silence,"['""Beaulieu, Germaine""']","['""9782896480463""']",<http://banq.qc.ca/livre/69396>,Depot_legal,rivages du silence,['robert lalonde'],[],Rivages du silence,"['""Robert"" ""Lalonde""']",[]
<http://banq.qc.ca/livre/248644>,Depot_legal,le chant des fees,['alessandro cassa'],"['978289455318X', '978289455284X']",Le chant des fées,"['""Alessandro"" ""Cassa""']","['""9782894553183""', '""9782894552841""']",<http://recif.litterature.org/ontologie/entite/oeuvre/17183>,ILE,le chant des sirenes,['perron jean'],[],Le chant des sirènes,"['""Perron, Jean""']","['""""']"
<http://banq.qc.ca/livre/98604>,Depot_legal,visages de l aube,['nancy huston'],"['978274273174X', '978276092191X']",Visages de l'aube,"['""Nancy"" ""Huston""']","['""2742731741""', '""2760921913""']",<http://recif.litterature.org/ontologie/entite/oeuvre/17586>,ILE,passages de l aube,['dorion helene'],[],Passages de l'aube,"['""Dorion, Hélène""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/18956>,ILE,les machabees de la nouvelle-france,['marmette joseph'],[],Les Machabées de la Nouvelle-France,"['""Marmette, Joseph""']","['""(Br.)""']",<http://banq.qc.ca/livre/58758>,Depot_legal,les muses de la nouvelle-france,['marc lescarbot'],['978289419140X'],Les muses de la Nouvelle-France,"['""Marc"" ""Lescarbot""']","['""2894191405""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/18785>,ILE,au coeur de la rose,['perrault pierre'],['978289295177X'],Au coeur de la rose,"['""Perrault, Pierre""']","['""2-89295-177-1 (br.)""']",<http://banq.qc.ca/livre/23694>,Depot_legal,au coeur de l ame,['lyne hamelin'],[],Au coeur de l'âme,"['""Lyne"" ""Hamelin""']",[]
<http://recif.litterature.org/ontologie/entite/oeuvre/10660>,ILE,le marchand de reves,['marois carmen'],[],le marchand de rêves,"['""Marois, Carmen""']","['""""']",<http://banq.qc.ca/livre/34905>,Depot_legal,le marcheur de reve,['gerard le gouic'],"['978284031051X', '978289046399X']",Le marcheur de rêve,"['""Gérard"" ""Le Gouic""']","['""2840310511""', '""2890463990""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10660>,ILE,le marchand de reves,['marois carmen'],[],le marchand de rêves,"['""Marois, Carmen""']","['""""']",<http://banq.qc.ca/livre/284269>,Depot_legal,le marchand de venise,['william shakespeare'],['978292388213X'],Le marchand de Venise,"['""William"" ""Shakespeare""']","['""9782923882130""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10660>,ILE,le marchand de reves,['marois carmen'],[],le marchand de rêves,"['""Marois, Carmen""']","['""""']",<http://banq.qc.ca/livre/245068>,Depot_legal,le marchand de betises,['marie-chantale gariepy'],"['978289651165X', '978289651164X']",Le marchand de bêtises,"['""Marie-Chantale"" ""Gariépy""']","['""9782896511655""', '""9782896511648""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10660>,ILE,le marchand de reves,['marois carmen'],[],le marchand de rêves,"['""Marois, Carmen""']","['""""']",<http://banq.qc.ca/livre/291374>,Depot_legal,le marchand de cafe,['yves beauchemin'],['978276442224X'],Le marchand de café,"['""Yves"" ""Beauchemin""']","['""9782764422243""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/6208>,ILE,poesis,['nelligan emile'],[],Poésis,"['""Nelligan, Émile""']","['""""']",<http://banq.qc.ca/livre/284637>,Depot_legal,poesies,['-x garneau'],['978276379311X'],Poésies,"['""F.-X."" ""Garneau""']","['""9782763793115""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/6208>,ILE,poesis,['nelligan emile'],[],Poésis,"['""Nelligan, Émile""']","['""""']",<http://banq.qc.ca/livre/9376>,Depot_legal,poesie,['steven ouellet'],['978298033612X'],Poésie,"['""Steven"" ""Ouellet""']","['""2980336122""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/6208>,ILE,poesis,['nelligan emile'],[],Poésis,"['""Nelligan, Émile""']","['""""']",<http://banq.qc.ca/livre/288345>,Depot_legal,poesies,['marcelle tessier-lebarbe'],['978298136630X'],Poésies,"['""Marcelle"" ""Tessier-Lebarbé""']","['""9782981366306""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/6208>,ILE,poesis,['nelligan emile'],[],Poésis,"['""Nelligan, Émile""']","['""""']",<http://banq.qc.ca/livre/141908>,Depot_legal,poesie,['pierre bourgault'],['978298057430X'],Poésie,"['""Pierre P."" ""Bourgault""']","['""2980574309""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/6208>,ILE,poesis,['nelligan emile'],[],Poésis,"['""Nelligan, Émile""']","['""""']",<http://banq.qc.ca/livre/10081>,Depot_legal,poesie,['roland morisseau'],['978289135042X'],Poésie (1960-1991),"['""Roland"" ""Morisseau""']","['""2891350421""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/6208>,ILE,poesis,['nelligan emile'],[],Poésis,"['""Nelligan, Émile""']","['""""']",<http://banq.qc.ca/livre/25299>,Depot_legal,poesie,['martin cote'],[],Poésie,"['""Martin"" ""Côté""']",[]
<http://recif.litterature.org/ontologie/entite/oeuvre/6208>,ILE,poesis,['nelligan emile'],[],Poésis,"['""Nelligan, Émile""']","['""""']",<http://banq.qc.ca/livre/362266>,Depot_legal,poesie,['christian huot'],['978298155840X'],Poésie,"['""Christian"" ""Huot""']","['""9782981558404""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/6208>,ILE,poesis,['nelligan emile'],[],Poésis,"['""Nelligan, Émile""']","['""""']",<http://banq.qc.ca/livre/90881>,Depot_legal,poesies,['alfred garneau'],['978289583020X'],Poésies,"['""Alfred"" ""Garneau""']","['""2895830207""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/6208>,ILE,poesis,['nelligan emile'],[],Poésis,"['""Nelligan, Émile""']","['""""']",<http://www.sogides.com/livre/143012>,ADP,poesie,['fernand ouellette'],['978289006159X'],Poésie,"['""Fernand Ouellette""']","['""9782890061590""']"
<http://banq.qc.ca/livre/230049>,Depot_legal,le cercle blanc,['nora roberts'],"['978289077339X', '978289077344X', '978289077343X']",Le cercle blanc,"['""Nora"" ""Roberts""']","['""9782890773394""', '""9782890773448""', '""9782890773431""']",<http://recif.litterature.org/ontologie/entite/oeuvre/4922>,ILE,le centre blanc,['brossard nicole'],[],Le centre blanc,"['""Brossard, Nicole""']","['""""']"
<http://banq.qc.ca/livre/230049>,Depot_legal,le cercle blanc,['nora roberts'],"['978289077339X', '978289077344X', '978289077343X']",Le cercle blanc,"['""Nora"" ""Roberts""']","['""9782890773394""', '""9782890773448""', '""9782890773431""']",<http://recif.litterature.org/ontologie/entite/oeuvre/4921>,ILE,le centre blanc,['brossard nicole'],[],Le centre blanc,"['""Brossard, Nicole""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/12716>,ILE,les hirondelles,['neil jean'],[],Les hirondelles,"['""O\'Neil, Jean""']","['""""']",<http://www.sogides.com/livre/296161>,ADP,les hirondelles,['jeanneil'],['978289111617X'],Les Hirondelles,"['""Jean O\'Neil""']","['""9782891116176""']"
<http://banq.qc.ca/livre/199250>,Depot_legal,la fontaine de verite,['henriette major'],['978289607065X'],La fontaine de vérité,"['""Henriette"" ""Major""']","['""9782896070657""']",<http://recif.litterature.org/ontologie/entite/oeuvre/13984>,ILE,la fontaine de paris,['barbeau marius'],[],La Fontaine de Paris,"['""Barbeau, Marius""']","['""""']"
<http://banq.qc.ca/livre/222433>,Depot_legal,l aile de la roue,['jean-paul daoust'],['978292303335X'],L'aile de la roue,"['""Jean-Paul"" ""Daoust""']","['""2923033353""']",<http://recif.litterature.org/ontologie/entite/oeuvre/8007>,ILE,l age de la prose,['gauvin lise'],[],L'Âge de la prose,"['""Gauvin, Lise""']","['""""']"
<http://banq.qc.ca/livre/186593>,Depot_legal,la derniere banane,['dominique jolin'],['978289512516X'],La dernière banane,"['""Dominique"" ""Jolin""']","['""9782895125167""']",<http://recif.litterature.org/ontologie/entite/oeuvre/18714>,ILE,la derniere scene,['mathieu pierre'],[],La dernière scène,"['""Mathieu, Pierre""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/3715>,ILE,l ombre de l epervier,['audet noël'],[],L'Ombre de l'épervier,"['""Audet, Noël""']","['""""']",<http://banq.qc.ca/livre/257469>,Depot_legal,l ombre de l olivier,['yara el-ghadban'],['978292371345X'],L'ombre de l'olivier,"['""Yara"" ""el-Ghadban""']","['""9782923713458""']"
<http://banq.qc.ca/livre/112050>,Depot_legal,le temps des orages,['charlotte link'],['978289111942X'],Le temps des orages,"['""Charlotte"" ""Link""']","['""2891119428""']",<http://recif.litterature.org/ontologie/entite/oeuvre/5717>,ILE,le temps des villages,['choquette adrienne'],[],Le temps des villages,"['""Choquette, Adrienne""']","['""""']"
<http://banq.qc.ca/livre/112050>,Depot_legal,le temps des orages,['charlotte link'],['978289111942X'],Le temps des orages,"['""Charlotte"" ""Link""']","['""2891119428""']",<http://recif.litterature.org/ontologie/entite/oeuvre/9569>,ILE,le temps des hommes,['langevin andre'],[],Le Temps des hommes,"['""Langevin, André""']","['""""']"
<http://banq.qc.ca/livre/112050>,Depot_legal,le temps des orages,['charlotte link'],['978289111942X'],Le temps des orages,"['""Charlotte"" ""Link""']","['""2891119428""']",<http://recif.litterature.org/ontologie/entite/oeuvre/9567>,ILE,le temps des hommes,['langevin andre'],[],Le temps des hommes,"['""Langevin, André""']","['""""']"
<http://banq.qc.ca/livre/112050>,Depot_legal,le temps des orages,['charlotte link'],['978289111942X'],Le temps des orages,"['""Charlotte"" ""Link""']","['""2891119428""']",<http://recif.litterature.org/ontologie/entite/oeuvre/9568>,ILE,le temps des hommes,['langevin andre'],[],Le Temps des hommes,"['""Langevin, André""']","['""""']"
<http://banq.qc.ca/livre/112050>,Depot_legal,le temps des orages,['charlotte link'],['978289111942X'],Le temps des orages,"['""Charlotte"" ""Link""']","['""2891119428""']",<http://recif.litterature.org/ontologie/entite/oeuvre/10605>,ILE,le temps des poetes,['marcotte gilles'],[],Le temps des poètes,"['""Marcotte, Gilles""']","['""""']"
<http://banq.qc.ca/livre/26769>,Depot_legal,la veuve noire,['chrystine brouillet'],['978289021237X'],La veuve noire,"['""Chrystine"" ""Brouillet""']","['""2890212378""']",<http://recif.litterature.org/ontologie/entite/oeuvre/10813>,ILE,l oeuvre noire,['mongrain serge'],[],L'oeuvre noire,"['""Mongrain, Serge""']","['""""']"
<http://banq.qc.ca/livre/56860>,Depot_legal,le bonhomme de neige,['john patience'],['978276250692X'],Le bonhomme de neige,"['""John"" ""Patience""']","['""2762506921""']",<http://recif.litterature.org/ontologie/entite/oeuvre/26443>,ILE,le bonhomme de neige,['paradis raymond'],[],Le bonhomme de neige,"['""Paradis, Raymond""']","['"" Br.""']"
<http://banq.qc.ca/livre/36984>,Depot_legal,la chanson de roland,['jean marcel'],['978289485005X'],La chanson de Roland,"['""Jean"" ""Marcel""']","['""2894850050""']",<http://recif.litterature.org/ontologie/entite/oeuvre/15830>,ILE,la chanson de roland,['boulizon guy'],[],La Chanson de Roland,"['""Boulizon, Guy""']","['""""']"
<http://www.sogides.com/livre/183114>,ADP,la partition du quebec,['claudecharron'],['978289005639X'],La partition du Québec,"['""Claude G. Charron""']","['""9782890056398""']",<http://recif.litterature.org/ontologie/entite/oeuvre/11897>,ILE,la question du quebec,['rioux marcel'],[],La question du Québec,"['""Rioux, Marcel""']","['""""']"
<http://www.sogides.com/livre/183114>,ADP,la partition du quebec,['claudecharron'],['978289005639X'],La partition du Québec,"['""Claude G. Charron""']","['""9782890056398""']",<http://recif.litterature.org/ontologie/entite/oeuvre/11898>,ILE,la question du quebec,['rioux marcel'],[],La question du Québec,"['""Rioux, Marcel""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/10813>,ILE,l oeuvre noire,['mongrain serge'],[],L'oeuvre noire,"['""Mongrain, Serge""']","['""""']",<http://banq.qc.ca/livre/26769>,Depot_legal,la veuve noire,['chrystine brouillet'],['978289021237X'],La veuve noire,"['""Chrystine"" ""Brouillet""']","['""2890212378""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/7277>,ILE,la nuit,['ferron jacques'],[],La Nuit,"['""Ferron, Jacques""']","['""""']",<http://banq.qc.ca/livre/391868>,Depot_legal,la nuit,['richard levesque'],['978292019423X'],La nuit,"['""Richard"" ""Lévesque""']","['""9782920194236""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/7277>,ILE,la nuit,['ferron jacques'],[],La Nuit,"['""Ferron, Jacques""']","['""""']",<http://banq.qc.ca/livre/22087>,Depot_legal,la nuit,['alina reyes'],"['978292142560X', '978290990623X']",La nuit,"['""Alina"" ""Reyes""']","['""2921425602""', '""290990623X""']"
<http://banq.qc.ca/livre/197229>,Depot_legal,pierre blanche,['stephanie bolster'],['978289018597X'],Pierre blanche,"['""Stephanie"" ""Bolster""']","['""9782890185975""']",<http://recif.litterature.org/ontologie/entite/oeuvre/21148>,ILE,terre blanche,['marchamps guy'],[],Terre blanche,"['""Marchamps, Guy""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/3867>,ILE,petite histoire du quebec,['beauchemin yves'],[],Petite histoire du Québec,"['""Beauchemin, Yves""']","['""""']",9782897234775,Hurtubise,une histoire du quebec,"['helene pare', 'peter gossage', 'jacklittle']","['978289723477X', '978289723478X']",Une Histoire du QuÃ©bec,"[['HÃ©lÃ¨ne ParÃ© (Traduit par)', ' Peter Gossage (De (auteur))', ' Jack I. Little (De (auteur))']]","['9782897234775', '9782897234782']"
<http://recif.litterature.org/ontologie/entite/oeuvre/3867>,ILE,petite histoire du quebec,['beauchemin yves'],[],Petite histoire du Québec,"['""Beauchemin, Yves""']","['""""']",https://www.babelio.com/livres/Gossage-Une-Histoire-du-Quebec/1015249,Babelio,une histoire du quebec,['peter gossage'],['978289723477X'], Une Histoire du Quebec ,[['Peter  Gossage']],['9782897234775']
<http://recif.litterature.org/ontologie/entite/oeuvre/3867>,ILE,petite histoire du quebec,['beauchemin yves'],[],Petite histoire du Québec,"['""Beauchemin, Yves""']","['""""']",https://www.babelio.com/livres/Lapierre-LAutre-Histoire-du-Quebec/1082364,Babelio,l autre histoire du quebec,['michel lapierre'],['978289583054X'], L'Autre Histoire du Québec ,[['Michel  Lapierre']],['9782895830542']
<http://recif.litterature.org/ontologie/entite/oeuvre/9781>,ILE,la riviere solitaire,['le franc marie'],[],La Rivière solitaire,"['""Le Franc, Marie""']","['""""']",<http://banq.qc.ca/livre/223039>,Depot_legal,la rive solitaire,['denise brassard'],['978289018624X'],La rive solitaire,"['""Denise"" ""Brassard""']","['""9782890186248""']"
<http://www.sogides.com/livre/298955>,ADP,le choix,['og mandino'],['978289225507X'],Le choix,"['""Og Mandino""']","['""9782892255072""']",<http://recif.litterature.org/ontologie/entite/oeuvre/3722>,ILE,le choix,['baillargeon pierre'],[],Le choix,"['""Baillargeon, Pierre""']","['""""']"
<http://banq.qc.ca/livre/13039>,Depot_legal,grandeur nature,['thierry delaroyere'],"['978289046299X', '978290254900X']",Grandeur nature,"['""Thierry"" ""Delaroyère""']","['""2890462994""', '""2902549008""']",<http://recif.litterature.org/ontologie/entite/oeuvre/15222>,ILE,grandeur nature,['masson yves'],[],Grandeur nature,"['""Masson, Yves""']","['""""']"
<http://banq.qc.ca/livre/111015>,Depot_legal,oeuvres completes,['andre beauregard'],['978292224565X'],Oeuvres complètes,"['""André"" ""Beauregard""']","['""2922245659""']",<http://recif.litterature.org/ontologie/entite/oeuvre/12489>,ILE,poesies completes,['saint-denys garneau hector de'],[],Poésies complètes,"['""Saint-Denys Garneau, Hector de""']","['""""']"
<http://banq.qc.ca/livre/111015>,Depot_legal,oeuvres completes,['andre beauregard'],['978292224565X'],Oeuvres complètes,"['""André"" ""Beauregard""']","['""2922245659""']",<http://recif.litterature.org/ontologie/entite/oeuvre/12486>,ILE,poesies completes,['saint-denys garneau hector de'],[],Poésies complètes,"['""Saint-Denys Garneau, Hector de""']","['""""']"
<http://banq.qc.ca/livre/111015>,Depot_legal,oeuvres completes,['andre beauregard'],['978292224565X'],Oeuvres complètes,"['""André"" ""Beauregard""']","['""2922245659""']",<http://recif.litterature.org/ontologie/entite/oeuvre/10163>,ILE,poesies completes,['lozeau albert'],[],Poésies complètes,"['""Lozeau, Albert""']","['""""']"
<http://banq.qc.ca/livre/111015>,Depot_legal,oeuvres completes,['andre beauregard'],['978292224565X'],Oeuvres complètes,"['""André"" ""Beauregard""']","['""2922245659""']",<http://recif.litterature.org/ontologie/entite/oeuvre/7072>,ILE,poesies completes,['saint-denys garneau hector de'],[],Poésies complètes,"['""Saint-Denys Garneau, Hector de""']","['""""']"
<http://banq.qc.ca/livre/111015>,Depot_legal,oeuvres completes,['andre beauregard'],['978292224565X'],Oeuvres complètes,"['""André"" ""Beauregard""']","['""2922245659""']",<http://recif.litterature.org/ontologie/entite/oeuvre/12487>,ILE,poesies completes,['saint-denys garneau hector de'],[],Poésies complètes,"['""Saint-Denys Garneau, Hector de""']","['""""']"
<http://banq.qc.ca/livre/111015>,Depot_legal,oeuvres completes,['andre beauregard'],['978292224565X'],Oeuvres complètes,"['""André"" ""Beauregard""']","['""2922245659""']",<http://recif.litterature.org/ontologie/entite/oeuvre/10858>,ILE,poesies completes,['nelligan emile'],[],Poésies complètes,"['""Nelligan, Émile""']","['""""']"
<http://banq.qc.ca/livre/111015>,Depot_legal,oeuvres completes,['andre beauregard'],['978292224565X'],Oeuvres complètes,"['""André"" ""Beauregard""']","['""2922245659""']",<http://recif.litterature.org/ontologie/entite/oeuvre/12488>,ILE,poesies completes,['saint-denys garneau hector de'],[],Poésies complètes,"['""Saint-Denys Garneau, Hector de""']","['""""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/11126>,ILE,trente arpents,['panneton philippe'],[],Trente arpents,"['""Panneton, Philippe""']","['""""']",<http://banq.qc.ca/livre/281613>,Depot_legal,trente arpents,['ringuet'],['978289406327X'],Trente arpents,['ringuet'],"['""9782894063279""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/11126>,ILE,trente arpents,['panneton philippe'],[],Trente arpents,"['""Panneton, Philippe""']","['""""']",<http://banq.qc.ca/livre/254243>,Depot_legal,trente arpents,['ringuet'],['978289077378X'],Trente arpents,['ringuet'],"['""9782890773783""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/11126>,ILE,trente arpents,['panneton philippe'],[],Trente arpents,"['""Panneton, Philippe""']","['""""']",<http://banq.qc.ca/livre/94090>,Depot_legal,trente arpents,['ringuet'],['978289077218X'],Trente arpents,['ringuet'],"['""2890772187""']"
<http://recif.litterature.org/ontologie/entite/oeuvre/8125>,ILE,l age de la parole,['giguere roland'],[],L'Age de la parole,"['""Giguère, Roland""']","['""""']",<http://www.sogides.com/livre/142755>,ADP,l age de la prose,['lise gauvin'],['978289005482X'],L'âge de la prose,"['""Lise Gauvin""']","['""9782890054820""']"
